timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1509561607.7453306,Neutral,windowcleaner360,42.426774978637695,False,0,1,2,3
1509561609.7491574,Neutral,windowcleaner360,44.430601835250854,False,0,1,2,3
1509561611.7539866,Neutral,windowcleaner360,46.43543100357056,False,0,1,2,3
1509561613.757813,Neutral,windowcleaner360,48.43925738334656,False,0,1,2,3
1509561615.7611377,Neutral,windowcleaner360,50.44258213043213,False,0,1,2,3
1509561617.767972,Neutral,windowcleaner360,52.449416399002075,False,0,1,2,3
1509561619.7722998,Neutral,windowcleaner360,54.45374417304993,False,0,1,2,3
1509561621.7741208,Neutral,windowcleaner360,56.455565214157104,False,0,1,2,3
1509561623.7769446,Neutral,windowcleaner360,58.45838904380798,False,0,1,2,3
1509561625.7902963,Neutral,wavehands,0.4682447910308838,False,0,1,2,3
1509641456.6552374,Bus Driver,jumpingjack,51.21095848083496,False,9,10,11,12
1509641458.66001,Bus Driver,jumpingjack,53.215731143951416,False,9,10,11,12
1509641460.7346802,Bus Driver,jumpingjack,55.290401220321655,False,9,10,11,12
1509641462.6652036,Bus Driver,jumpingjack,57.220924615859985,False,9,10,11,12
1509641464.714635,Bus Driver,jumpingjack,59.27035593986511,False,9,10,11,12
1509641466.6877337,Bus Driver,frontback,1.2412824630737305,False,9,10,11,12
1509641468.6766126,Bus Driver,frontback,3.230161428451538,False,9,10,11,12
1509641470.6805985,Bus Driver,frontback,5.234147310256958,False,9,10,11,12
1509641472.7060885,Bus Driver,frontback,7.259637355804443,False,9,10,11,12
1509641474.6916566,Bus Driver,frontback,9.245205402374268,False,9,10,11,12
1509641476.742101,Bus Driver,frontback,11.295649766921997,False,9,10,11,12
1509641478.7005794,Bus Driver,frontback,13.254128217697144,False,9,10,11,12
1509641480.7127528,Bus Driver,frontback,15.26630163192749,False,9,10,11,12
1509645719.7673705,Wave Hands,jumping,53.51321053504944,False,0,0,0,-153
1509645919.6229775,Wave Hands,sidestep,13.31231951713562,False,0,0,0,-22340
1509645921.6267984,Wave Hands,sidestep,15.316140413284302,False,0,0,0,-22472
1509645923.632542,Wave Hands,sidestep,17.32188391685486,False,0,0,0,-22753
1509645925.7301857,Wave Hands,sidestep,19.419527769088745,False,0,0,0,-22873
1509645927.6443768,Wave Hands,sidestep,21.33371877670288,False,0,0,0,-22992
1509645929.646545,Wave Hands,sidestep,23.33588695526123,False,0,0,0,-23114
1509645931.6513684,Wave Hands,sidestep,25.340710401535034,False,0,0,0,-23274
1509645933.6587994,Wave Hands,sidestep,27.34814143180847,False,0,0,0,-23595
1509645935.7637627,Wave Hands,sidestep,29.453104734420776,False,0,0,0,-23757
1509645937.6713762,Wave Hands,sidestep,31.360718250274658,False,0,0,0,-23917
1509645939.6752145,Wave Hands,sidestep,33.364556550979614,False,0,0,0,-24075
1509645941.680397,Wave Hands,sidestep,35.369739055633545,False,0,0,0,-24390
1509645943.751773,Wave Hands,sidestep,37.44111514091492,False,0,0,0,-24541
1509645945.6885095,Wave Hands,sidestep,39.377851486206055,False,0,0,0,-24693
1509645947.6931212,Wave Hands,sidestep,41.382463216781616,False,0,0,0,-24846
1509645951.7043972,Wave Hands,sidestep,45.393739223480225,False,0,0,0,-25165
1509645953.721805,Wave Hands,sidestep,47.411147117614746,False,0,0,0,-25326
1509645955.7326095,Wave Hands,sidestep,49.42195153236389,False,0,0,0,-25503
1509645957.7310205,Wave Hands,sidestep,51.42036247253418,False,0,0,0,-25666
1509645959.7346647,Wave Hands,sidestep,53.42400670051575,False,0,0,0,-25978
1509645961.7392585,Wave Hands,sidestep,55.428600549697876,False,0,0,0,-26129
1509645963.745839,Wave Hands,sidestep,57.43518114089966,False,0,0,0,-26282
1509645965.7715085,Wave Hands,sidestep,59.46085047721863,False,0,0,0,-26435
1509645967.754005,Wave Hands,frontback,1.4319756031036377,False,0,0,0,-26607
1509645969.7648077,Wave Hands,frontback,3.4427783489227295,False,0,0,0,-26944
1509645971.7680893,Wave Hands,frontback,5.446059942245483,False,0,0,0,-27116
1509645973.7701776,Wave Hands,frontback,7.448148250579834,False,0,0,0,-27276
1509645975.7774835,Wave Hands,frontback,9.455454111099243,False,0,0,0,-27420
1509645977.7804267,Wave Hands,frontback,11.458397388458252,False,0,0,0,-27738
1509645979.7818015,Wave Hands,frontback,13.459772109985352,False,0,0,0,-27899
1509645981.7844188,Wave Hands,frontback,15.462389469146729,False,0,0,0,-28054
1509645983.8946238,Wave Hands,frontback,17.57259440422058,False,0,0,0,-28211
1509645985.795102,Wave Hands,frontback,19.47307252883911,False,0,0,0,-28531
1509645987.8006594,Wave Hands,frontback,21.47863006591797,False,0,0,0,-28683
1509645989.8036678,Wave Hands,frontback,23.481638431549072,False,0,0,0,-28836
1509645991.8796558,Wave Hands,frontback,25.557626485824585,False,0,0,0,-28983
1509645995.817871,Wave Hands,frontback,29.49584174156189,False,0,0,0,-29139
1509645997.8218334,Wave Hands,frontback,31.49980401992798,False,0,0,0,-29469
1509647484.8886247,Wave Hands,turnclap,18.28223180770874,False,0,0,0,-186746
1509647487.042238,Wave Hands,turnclap,20.435845136642456,False,0,0,0,-187238
1509647488.9003391,Wave Hands,turnclap,22.293946266174316,False,0,0,0,-187736
1509647490.9008687,Wave Hands,turnclap,24.2944757938385,False,0,0,0,-188214
1509647492.906112,Wave Hands,turnclap,26.299719095230103,False,0,0,0,-188712
1509647494.9276695,Wave Hands,turnclap,28.321276664733887,False,0,0,0,-189787
1509647496.9164743,Wave Hands,turnclap,30.310081481933594,False,0,0,0,-190233
1509647498.9223242,Wave Hands,turnclap,32.31593132019043,False,0,0,0,-190689
1509647525.4802408,Wave Hands,turnclap,58.87384796142578,False,0,0,0,-219344
1509647527.3437045,Wave Hands,frontback,0.7312836647033691,False,0,0,0,-219892
1509647529.3482912,Wave Hands,frontback,2.735870361328125,False,0,0,0,-220403
1509647531.350801,Wave Hands,frontback,4.738380193710327,False,0,0,0,-221628
1509647533.4273937,Wave Hands,frontback,6.814972877502441,False,0,0,0,-222173
1509647535.3675654,Wave Hands,frontback,8.755144596099854,False,0,0,0,-222690
1509647537.7322505,Wave Hands,frontback,11.119829654693604,False,0,0,0,-223221
1509647539.3710904,Wave Hands,frontback,12.75866961479187,False,0,0,0,-223776
1509647541.475035,Wave Hands,frontback,14.862614154815674,False,0,0,0,-225000
1509647543.3800921,Wave Hands,frontback,16.76767134666443,False,0,0,0,-225528
1509647545.410728,Wave Hands,frontback,18.798307180404663,False,0,0,0,-226082
1509647547.3905122,Wave Hands,frontback,20.778091430664062,False,0,0,0,-226606
1509647549.3960674,Wave Hands,frontback,22.78364658355713,False,0,0,0,-227130
1509647551.4024582,Wave Hands,frontback,24.790037393569946,False,0,0,0,-228368
1509647553.407228,Wave Hands,frontback,26.794807195663452,False,0,0,0,-228918
1509647555.4122806,Wave Hands,frontback,28.799859762191772,False,0,0,0,-229468
1509647557.4146738,Wave Hands,frontback,30.802253007888794,False,0,0,0,-230031
1509647559.4199395,Wave Hands,frontback,32.80751872062683,False,0,0,0,-230580
1509647561.4242735,Wave Hands,frontback,34.81185269355774,False,0,0,0,-231858
1509647563.5339499,Wave Hands,frontback,36.921529054641724,False,0,0,0,-232375
1509647565.4483366,Wave Hands,frontback,38.8359158039093,False,0,0,0,-232889
1509647567.5289242,Wave Hands,frontback,40.91650342941284,False,0,0,0,-233387
1509647569.5310822,Wave Hands,frontback,42.91866135597229,False,0,0,0,-233885
1509647571.524138,Wave Hands,frontback,44.91171717643738,False,0,0,0,-235060
1509647573.478774,Wave Hands,frontback,46.866353273391724,False,0,0,0,-235565
1509647577.4728467,Wave Hands,frontback,50.86042594909668,False,0,0,0,-236079
1509647579.497212,Wave Hands,frontback,52.884791135787964,False,0,0,0,-236669
1509647581.5133512,Wave Hands,frontback,54.900930404663086,False,0,0,0,-237136
1509647734.261391,Wave Hands,windowcleaner360,27.626288175582886,False,0,0,0,-354257
1509647735.3668609,Wave Hands,windowcleaner360,28.73175811767578,False,0,0,0,-354999
1509647738.2827585,Wave Hands,windowcleaner360,31.647655725479126,False,0,0,0,-355623
1509647740.2859406,Wave Hands,windowcleaner360,33.650837898254395,False,0,0,0,-357250
1509647743.3576696,Wave Hands,windowcleaner360,36.72256684303284,False,0,0,0,-358001
1509647745.302582,Wave Hands,windowcleaner360,38.667479276657104,False,0,0,0,-358737
1509647748.318154,Wave Hands,windowcleaner360,41.683051347732544,False,0,0,0,-359387
1509647750.3237789,Wave Hands,windowcleaner360,43.68867611885071,False,0,0,0,-360047
1509647753.4117343,Wave Hands,windowcleaner360,46.776631593704224,False,0,0,0,-361629
1509647756.3419535,Wave Hands,windowcleaner360,49.70685076713562,False,0,0,0,-362332
1509647758.3595293,Wave Hands,windowcleaner360,51.72442650794983,False,0,0,0,-362959
1509647761.3752527,Wave Hands,windowcleaner360,54.740149974823,False,0,0,0,-363639
1509647763.361653,Wave Hands,windowcleaner360,56.726550340652466,False,0,0,0,-365219
1509647766.3711603,Wave Hands,windowcleaner360,59.73605751991272,False,0,0,0,-365931
1509647768.3851836,Wave Hands,frontback,1.7425501346588135,False,0,0,0,-366662
1509647771.4101024,Wave Hands,frontback,4.7674689292907715,False,0,0,0,-367341
1509647773.3907323,Wave Hands,frontback,6.748098850250244,False,0,0,0,-367975
1509647781.4508643,Wave Hands,frontback,14.808230876922607,False,0,0,0,-370774
1509647783.417379,Wave Hands,frontback,16.77474546432495,False,0,0,0,-371418
1509647786.4298735,Wave Hands,frontback,19.787240028381348,False,0,0,0,-372077
1509647788.435983,Wave Hands,frontback,21.793349504470825,False,0,0,0,-372712
1509647791.442374,Wave Hands,frontback,24.79974055290222,False,0,0,0,-374369
1509647793.4486737,Wave Hands,frontback,26.806040287017822,False,0,0,0,-375087
1509647796.4968188,Wave Hands,frontback,29.854185342788696,False,0,0,0,-375827
1509647799.4697626,Wave Hands,frontback,32.82712912559509,False,0,0,0,-376530
1509647801.4741998,Wave Hands,frontback,34.83156633377075,False,0,0,0,-378123
1509647803.4809246,Wave Hands,frontback,36.83829116821289,False,0,0,0,-378793
1509647806.532598,Wave Hands,frontback,39.88996458053589,False,0,0,0,-379473
1509647809.5330575,Wave Hands,frontback,42.89042401313782,False,0,0,0,-380161
1509647811.5011191,Wave Hands,frontback,44.85848569869995,False,0,0,0,-380899
1509647814.522173,Wave Hands,frontback,47.879539489746094,False,0,0,0,-382458
1509647816.5687711,Wave Hands,frontback,49.92613768577576,False,0,0,0,-383224
1509647819.522778,Wave Hands,frontback,52.88014459609985,False,0,0,0,-383922
1509648054.6181629,Wave Hands,frontback,47.93323540687561,False,0,0,0,-621998
1509648055.622697,Wave Hands,frontback,48.937769651412964,False,0,0,0,-622816
1509648058.6514273,Wave Hands,frontback,51.96649980545044,False,0,0,0,-623705
1509648060.650846,Wave Hands,frontback,53.96591854095459,False,0,0,0,-625746
1509648063.7769701,Wave Hands,frontback,57.092042684555054,False,0,0,0,-626611
1509648065.66549,Wave Hands,frontback,58.98056244850159,False,0,0,0,-627373
1509648068.6791961,Wave Hands,turnclap,1.9831459522247314,False,0,0,0,-628258
1509648070.6860576,Wave Hands,turnclap,3.9900074005126953,False,0,0,0,-629209
1509648073.7057576,Wave Hands,turnclap,7.009707450866699,False,0,0,0,-631253
1509648202.7403955,Wave Hands,turnclap,16.027225732803345,False,0,0,0,-17
1509648203.7131085,Wave Hands,turnclap,16.99993872642517,False,0,0,0,-24
1509648206.7243826,Wave Hands,turnclap,20.011212825775146,False,0,0,0,-31
1509648208.7247643,Wave Hands,turnclap,22.011594533920288,False,0,0,0,-50
1509648211.735288,Wave Hands,turnclap,25.022118091583252,False,0,0,0,-60
1509648213.7382286,Wave Hands,turnclap,27.02505874633789,False,0,0,0,-70
1509648476.888053,Wave Hands,wavehands,50.127636194229126,False,0,0,0,-325
1509648477.9839392,Wave Hands,wavehands,51.223522424697876,False,0,0,0,-514
1509648478.8948426,Wave Hands,wavehands,52.13442587852478,False,0,0,0,-607
1509648669.1537776,Wave Hands,wavehands,2.3439910411834717,False,0,0,0,-29372
1509648670.1626296,Wave Hands,wavehands,3.3528430461883545,False,0,0,0,-29541
1509648671.1609697,Wave Hands,wavehands,4.351183176040649,False,0,0,0,-29729
1509648673.1641347,Wave Hands,wavehands,6.354348182678223,False,0,0,0,-29948
1509648675.2105098,Wave Hands,wavehands,8.400723218917847,False,0,0,0,-30425
1509648677.2011383,Wave Hands,wavehands,10.391351699829102,False,0,0,0,-30632
1509648679.1777751,Wave Hands,wavehands,12.367988586425781,False,0,0,0,-30825
1509648681.182315,Wave Hands,wavehands,14.372528553009033,False,0,0,0,-31022
1509648683.1986356,Wave Hands,wavehands,16.388849020004272,False,0,0,0,-31223
1509648685.1974747,Wave Hands,wavehands,18.387688159942627,False,0,0,0,-31693
1509648688.2085068,Wave Hands,wavehands,21.398720264434814,False,0,0,0,-31878
1509648690.2333963,Wave Hands,wavehands,23.423609733581543,False,0,0,0,-32069
1509648692.3025084,Wave Hands,wavehands,25.492721796035767,False,0,0,0,-32279
1509648694.259145,Wave Hands,wavehands,27.449358463287354,False,0,0,0,-32504
1509648696.2332737,Wave Hands,wavehands,29.423487186431885,False,0,0,0,-32714
1509648698.2468734,Wave Hands,wavehands,31.437086820602417,False,0,0,0,-33186
1509648700.2475877,Wave Hands,wavehands,33.437801122665405,False,0,0,0,-33396
1509648702.2743602,Wave Hands,wavehands,35.46457362174988,False,0,0,0,-33593
1509648704.252405,Wave Hands,wavehands,37.44261837005615,False,0,0,0,-33808
1509648706.2797964,Wave Hands,wavehands,39.47000980377197,False,0,0,0,-33998
1509648708.2593162,Wave Hands,wavehands,41.44952964782715,False,0,0,0,-34523
1509648710.2700574,Wave Hands,wavehands,43.46027088165283,False,0,0,0,-34723
1509648712.2687588,Wave Hands,wavehands,45.458972215652466,False,0,0,0,-34934
1509648715.2880352,Wave Hands,wavehands,48.478248596191406,False,0,0,0,-35129
1509648717.3367152,Wave Hands,wavehands,50.526928663253784,False,0,0,0,-35334
1509648719.3244612,Wave Hands,wavehands,52.5146746635437,False,0,0,0,-35553
1509648721.3033075,Wave Hands,wavehands,54.493520975112915,False,0,0,0,-36084
1509648723.3086948,Wave Hands,wavehands,56.498908281326294,False,0,0,0,-36292
1509648725.5858276,Wave Hands,wavehands,58.77604103088379,False,0,0,0,-36499
1509648727.451059,Wave Hands,windowcleaner360,0.6347355842590332,False,0,0,0,-36735
1509648729.3251896,Wave Hands,windowcleaner360,2.50886607170105,False,0,0,0,-36947
1509648731.329637,Wave Hands,windowcleaner360,4.51331353187561,False,0,0,0,-37476
1509648733.3350012,Wave Hands,windowcleaner360,6.518677711486816,False,0,0,0,-37690
1509648735.4241316,Wave Hands,windowcleaner360,8.607808113098145,False,0,0,0,-37891
1509648737.3463786,Wave Hands,windowcleaner360,10.530055046081543,False,0,0,0,-38103
1509648740.3559406,Wave Hands,windowcleaner360,13.53961706161499,False,0,0,0,-38305
1509648742.367663,Wave Hands,windowcleaner360,15.551339387893677,False,0,0,0,-38482
1509648744.3774157,Wave Hands,windowcleaner360,17.561092138290405,False,0,0,0,-38978
1509648746.4817777,Wave Hands,windowcleaner360,19.665454149246216,False,0,0,0,-39187
1509648748.3888,Wave Hands,windowcleaner360,21.572476387023926,False,0,0,0,-39415
1509648750.3956025,Wave Hands,windowcleaner360,23.57927894592285,False,0,0,0,-39653
1509648752.3983214,Wave Hands,windowcleaner360,25.581997871398926,False,0,0,0,-39892
1509648899.1966174,Wave Hands,frontback,52.36524248123169,False,0,0,0,-99105
1509648900.2008686,Wave Hands,frontback,53.36949372291565,False,0,0,0,-99105
1509648902.2052522,Wave Hands,frontback,55.37387728691101,False,0,0,0,-99105
1509648906.2117703,Wave Hands,frontback,59.38039541244507,False,0,0,0,-99105
1509648908.2167404,Wave Hands,turnclap,1.375838041305542,False,0,0,0,-99105
1509648909.2197015,Wave Hands,turnclap,2.3787992000579834,False,0,0,0,-99105
1509648913.22948,Wave Hands,turnclap,6.388577699661255,False,0,0,0,-99105
1509648914.2336228,Wave Hands,turnclap,7.392720460891724,False,0,0,0,-99105
1509648916.262986,Wave Hands,turnclap,9.422083616256714,False,0,0,0,-99105
1509648920.2447488,Wave Hands,turnclap,13.403846502304077,False,0,0,0,-99105
1509648922.2920573,Wave Hands,turnclap,15.451154947280884,False,0,0,0,-99105
1509648925.2590895,Wave Hands,turnclap,18.418187141418457,False,0,0,0,-99105
1509648927.3716936,Wave Hands,turnclap,20.53079128265381,False,0,0,0,-99105
1509648929.267606,Wave Hands,turnclap,22.426703691482544,False,0,0,0,-99105
1509648932.2779102,Wave Hands,turnclap,25.437007904052734,False,0,0,0,-99105
1509648934.3838263,Wave Hands,turnclap,27.54292392730713,False,0,0,0,-99105
1509648936.2892187,Wave Hands,turnclap,29.4483163356781,False,0,0,0,-99105
1509648939.2961237,Wave Hands,turnclap,32.45522141456604,False,0,0,0,-99105
1509648941.3032968,Wave Hands,turnclap,34.46239447593689,False,0,0,0,-99105
1509648943.3037486,Wave Hands,turnclap,36.46284627914429,False,0,0,0,-99105
1509648946.3672278,Wave Hands,turnclap,39.52632546424866,False,0,0,0,-99105
1509648948.3183568,Wave Hands,turnclap,41.47745442390442,False,0,0,0,-99105
1509648950.3228223,Wave Hands,turnclap,43.48192000389099,False,0,0,0,-99105
1509648953.4314113,Wave Hands,turnclap,46.59050893783569,False,0,0,0,-99105
1509648954.3607357,Wave Hands,turnclap,47.51983332633972,False,0,0,0,-99105
1509648956.3406556,Wave Hands,turnclap,49.49975323677063,False,0,0,0,-99105
1509648960.3469303,Wave Hands,turnclap,53.506027936935425,False,0,0,0,-99105
1509648961.3504145,Wave Hands,turnclap,54.509512186050415,False,0,0,0,-99105
1509648965.4165204,Wave Hands,turnclap,58.57561802864075,False,0,0,0,-99105
1509648966.3663952,Wave Hands,turnclap,59.525492906570435,False,0,0,0,-99105
1509648968.3659408,Wave Hands,sidestep,1.5033471584320068,False,0,0,0,-99105
1509648972.481675,Wave Hands,sidestep,5.619081258773804,False,0,0,0,-99105
1509648973.4002507,Wave Hands,sidestep,6.537657022476196,False,0,0,0,-99105
1509648975.3810532,Wave Hands,sidestep,8.518459558486938,False,0,0,0,-99105
1509648979.3894746,Wave Hands,sidestep,12.526880979537964,False,0,0,0,-99105
1509648980.3937325,Wave Hands,sidestep,13.531138896942139,False,0,0,0,-99105
1509648982.4013631,Wave Hands,sidestep,15.538769483566284,False,0,0,0,-99105
1509648986.4047782,Wave Hands,sidestep,19.542184591293335,False,0,0,0,-99105
1509648987.4065878,Wave Hands,sidestep,20.543994188308716,False,0,0,0,-99105
1509648990.4217331,Wave Hands,sidestep,23.559139490127563,False,0,0,0,-99105
1509648992.4765139,Wave Hands,sidestep,25.613920211791992,False,0,0,0,-99105
1509648994.4208302,Wave Hands,sidestep,27.558236598968506,False,0,0,0,-99105
1509648998.4256396,Wave Hands,sidestep,31.563045978546143,False,0,0,0,-99105
1509648999.4280293,Wave Hands,sidestep,32.56543564796448,False,0,0,0,-99105
1509649003.5089426,Wave Hands,sidestep,36.64634895324707,False,0,0,0,-99105
1509649004.4403682,Wave Hands,sidestep,37.57777452468872,False,0,0,0,-99105
1509649006.4443986,Wave Hands,sidestep,39.58180499076843,False,0,0,0,-99105
1509649010.4513793,Wave Hands,sidestep,43.58878564834595,False,0,0,0,-99105
1509649012.4553769,Wave Hands,sidestep,45.59278321266174,False,0,0,0,-99105
1509649013.4587684,Wave Hands,sidestep,46.59617471694946,False,0,0,0,-99105
1509649017.467543,Wave Hands,sidestep,50.60494923591614,False,0,0,0,-99105
1509649019.4716742,Wave Hands,sidestep,52.60908055305481,False,0,0,0,-99105
1509649022.5541487,Wave Hands,sidestep,55.69155502319336,False,0,0,0,-99105
1509649023.4842665,Wave Hands,sidestep,56.62167286872864,False,0,0,0,-99105
1509649025.4897933,Wave Hands,sidestep,58.62719964981079,False,0,0,0,-99105
1509649027.4921868,Wave Hands,wavehands,0.6214644908905029,False,0,0,0,-99105
1509649031.5054677,Wave Hands,wavehands,4.634745359420776,False,0,0,0,-99105
1509649032.5022273,Wave Hands,wavehands,5.631505012512207,False,0,0,0,-99105
1509649034.537242,Wave Hands,wavehands,7.666519641876221,False,0,0,0,-99105
1509649038.515131,Wave Hands,wavehands,11.644408702850342,False,0,0,0,-99105
1509649039.518371,Wave Hands,wavehands,12.647648811340332,False,0,0,0,-99105
1509649041.6014552,Wave Hands,wavehands,14.730732917785645,False,0,0,0,-99105
1509649045.5956933,Wave Hands,wavehands,18.724971055984497,False,0,0,0,-99105
1509649046.5312731,Wave Hands,wavehands,19.660550832748413,False,0,0,0,-99105
1509649050.5410678,Wave Hands,wavehands,23.670345544815063,False,0,0,0,-99105
1509649051.5445852,Wave Hands,wavehands,24.67386293411255,False,0,0,0,-99105
1509649055.5549119,Wave Hands,wavehands,28.684189558029175,False,0,0,0,-99105
1509649056.6552413,Wave Hands,wavehands,29.78451895713806,False,0,0,0,-99105
