-0.0222,-0.0475,-0.0088,-0.9395,0.1050,-0.2856,-24.0000,-39.0000,85.0000,18.6636,1.4931,27.8665,1000.0000
-0.0199,-0.0467,-0.0063,-0.9382,0.1099,-0.2842,-24.0000,-39.0000,85.0000,15.9110,1.1491,18.2837,1000.0000
-0.0184,-0.0486,-0.0078,-0.9358,0.1113,-0.2937,-24.0000,-39.0000,85.0000,16.3950,1.4938,24.4902,1000.0000
-0.0162,-0.0474,-0.0077,-0.9429,0.1057,-0.2864,-24.0000,-39.0000,85.0000,17.1209,1.2555,21.4960,1000.0000
-0.0175,-0.0475,-0.0051,-0.9412,0.1028,-0.2954,-24.0000,-38.0000,85.0000,15.7295,1.4069,22.1301,1000.0000
-0.0169,-0.0464,-0.0070,-0.9397,0.1067,-0.2805,-24.0000,-39.0000,85.0000,17.3327,1.5022,26.0366,1000.0000
-0.0184,-0.0468,-0.0081,-0.9404,0.1082,-0.2793,-24.0000,-39.0000,85.0000,17.6957,1.5631,27.6604,1000.0000
-0.0182,-0.0480,-0.0074,-0.9426,0.1091,-0.2942,-24.0000,-39.0000,85.0000,15.8807,1.4469,22.9780,1000.0000
-0.0169,-0.0485,-0.0048,-0.9360,0.1055,-0.2847,-24.0000,-39.0000,85.0000,19.1476,1.5212,29.1269,1000.0000
-0.0163,-0.0487,-0.0082,-0.9351,0.1062,-0.2932,-24.0000,-38.0000,85.0000,14.3985,1.1679,16.8158,1000.0000
-0.0141,-0.0494,-0.0068,-0.9392,0.1008,-0.2910,-24.0000,-38.0000,85.0000,16.9697,1.5556,26.3973,1000.0000
-0.0161,-0.0494,-0.0087,-0.9343,0.1091,-0.2854,-24.0000,-38.0000,85.0000,21.1441,1.9030,40.2364,1000.0000
-0.0161,-0.0496,-0.0068,-0.9402,0.1128,-0.2969,-24.0000,-38.0000,85.0000,18.0284,1.6426,29.6133,1000.0000
-0.0161,-0.0503,-0.0072,-0.9395,0.1040,-0.2815,-24.0000,-39.0000,85.0000,17.6049,1.8876,33.2318,1000.0000
-0.0164,-0.0473,-0.0067,-0.9399,0.1072,-0.2786,-24.0000,-39.0000,85.0000,16.3950,2.4319,39.8713,1000.0000
-0.0168,-0.0494,-0.0081,-0.9397,0.1047,-0.2795,-24.0000,-39.0000,85.0000,16.0622,2.0345,32.6794,1000.0000
-0.0129,-0.0480,-0.0056,-0.9368,0.1106,-0.2778,-24.0000,-39.0000,85.0000,19.5711,2.6204,51.2833,1000.0000
-0.0172,-0.0480,-0.0060,-0.9414,0.1121,-0.2854,-24.0000,-39.0000,85.0000,15.3968,2.4122,37.1394,1000.0000
-0.0192,-0.0480,-0.0061,-0.9382,0.1118,-0.2778,-24.0000,-39.0000,85.0000,18.3309,2.1895,40.1360,1000.0000
-0.0202,-0.0485,-0.0068,-0.9407,0.1045,-0.2952,-24.0000,-39.0000,85.0000,19.4804,2.1212,41.3217,1000.0000
-0.0175,-0.0486,-0.0062,-0.9397,0.1057,-0.2825,-24.0000,-38.0000,85.0000,16.2135,2.0177,32.7136,1000.0000
-0.0200,-0.0503,-0.0056,-0.9370,0.1052,-0.2917,-24.0000,-38.0000,85.0000,17.7259,2.4816,43.9892,1000.0000
-0.0173,-0.0479,-0.0064,-0.9375,0.1067,-0.2883,-24.0000,-39.0000,85.0000,18.2099,2.2054,40.1605,1000.0000
-0.0187,-0.0495,-0.0085,-0.9348,0.1104,-0.2859,-24.0000,-38.0000,85.0000,17.6654,2.4241,42.8226,1000.0000
-0.0200,-0.0493,-0.0071,-0.9370,0.1064,-0.2773,-24.0000,-38.0000,85.0000,15.8202,1.8281,28.9212,1000.0000
-0.0201,-0.0483,-0.0063,-0.9402,0.1138,-0.2805,-24.0000,-39.0000,85.0000,14.6103,1.5909,23.2434,1000.0000
-0.0199,-0.0472,-0.0091,-0.9460,0.1101,-0.2903,-24.0000,-39.0000,85.0000,16.9092,1.8976,32.0867,1000.0000
-0.0221,-0.0475,-0.0092,-0.9316,0.1123,-0.2786,-24.0000,-39.0000,84.0000,15.7597,1.9700,31.0462,1000.0000
-0.0237,-0.0463,-0.0073,-0.9421,0.1118,-0.2852,-24.0000,-39.0000,85.0000,14.8220,1.6057,23.8000,1000.0000
-0.0236,-0.0449,-0.0087,-0.9390,0.1074,-0.2844,-24.0000,-39.0000,85.0000,15.1548,2.1301,32.2809,1000.0000
-0.0219,-0.0459,-0.0087,-0.9351,0.1082,-0.2864,-24.0000,-39.0000,85.0000,16.6370,1.8301,30.4467,1000.0000
-0.0226,-0.0444,-0.0092,-0.9399,0.1055,-0.2896,-24.0000,-39.0000,85.0000,17.7259,2.0483,36.3085,1000.0000
-0.0219,-0.0428,-0.0109,-0.9434,0.1016,-0.2822,-24.0000,-39.0000,85.0000,18.3007,2.2774,41.6782,1000.0000
-0.0232,-0.0445,-0.0110,-0.9397,0.1123,-0.2813,-24.0000,-39.0000,84.0000,16.5765,2.1549,35.7213,1000.0000
-0.0256,-0.0455,-0.0074,-0.9402,0.1072,-0.2910,-24.0000,-39.0000,85.0000,16.6067,1.7898,29.7233,1000.0000
-0.0276,-0.0461,-0.0091,-0.9419,0.1106,-0.2739,-24.0000,-39.0000,85.0000,16.1530,1.6961,27.3965,1000.0000
-0.0247,-0.0430,-0.0105,-0.9402,0.1094,-0.2859,-24.0000,-39.0000,85.0000,17.5142,2.3158,40.5587,1000.0000
-0.0251,-0.0450,-0.0093,-0.9363,0.1055,-0.2898,-24.0000,-39.0000,85.0000,17.0302,1.9206,32.7087,1000.0000
-0.0231,-0.0465,-0.0085,-0.9409,0.1077,-0.2834,-24.0000,-39.0000,85.0000,16.4857,2.0424,33.6704,1000.0000
-0.0262,-0.0478,-0.0093,-0.9409,0.1050,-0.2791,-24.0000,-38.0000,85.0000,18.3612,2.3665,43.4526,1000.0000
-0.0248,-0.0477,-0.0106,-0.9414,0.1028,-0.2852,-24.0000,-38.0000,85.0000,16.6370,1.9872,33.0609,1000.0000
-0.0248,-0.0500,-0.0092,-0.9346,0.1084,-0.2859,-24.0000,-38.0000,85.0000,18.9661,2.3181,43.9651,1000.0000
-0.0233,-0.0480,-0.0087,-0.9343,0.1089,-0.2837,-24.0000,-38.0000,85.0000,17.9982,1.8298,32.9333,1000.0000
-0.0231,-0.0475,-0.0087,-0.9341,0.1135,-0.2773,-24.0000,-39.0000,85.0000,17.2117,2.1323,36.7011,1000.0000
-0.0243,-0.0472,-0.0095,-0.9460,0.1013,-0.2803,-24.0000,-39.0000,85.0000,17.2117,2.2662,39.0053,1000.0000
-0.0234,-0.0467,-0.0099,-0.9397,0.1052,-0.2781,-24.0000,-38.0000,85.0000,17.6957,1.8777,33.2273,1000.0000
