0.0673,-0.0073,0.0192,-0.9377,-0.0376,-0.3621,-21.0000,-39.0000,100.0000,0.4271,-0.0267,-0.0114,-73.4020
0.0677,-0.0103,0.0161,-0.9412,-0.0364,-0.3689,-22.0000,-40.0000,100.0000,0.4256,-0.0263,-0.0112,-73.5920
0.0674,-0.0186,0.0175,-0.9526,-0.0364,-0.3579,-22.0000,-40.0000,102.0000,0.4266,-0.0255,-0.0109,-73.7772
0.0651,-0.0280,0.0200,-0.9504,-0.0396,-0.3430,-22.0000,-40.0000,103.0000,0.4222,-0.0255,-0.0108,-73.9602
0.0639,-0.0323,0.0174,-0.9465,-0.0386,-0.3494,-22.0000,-39.0000,105.0000,0.4266,-0.0256,-0.0109,-74.1458
0.0620,-0.0338,0.0198,-0.9353,-0.0391,-0.3503,-21.0000,-38.0000,104.0000,0.4256,-0.0265,-0.0113,-74.3377
0.0586,-0.0360,0.0196,-0.9390,-0.0313,-0.3489,-23.0000,-39.0000,102.0000,0.4285,-0.0265,-0.0114,-74.5310
0.0490,-0.0410,0.0173,-0.9382,-0.0225,-0.3455,-24.0000,-40.0000,101.0000,0.4256,-0.0263,-0.0112,-74.7213
0.0408,-0.0414,0.0151,-0.9294,-0.0188,-0.3425,-25.0000,-40.0000,101.0000,0.4227,-0.0253,-0.0107,-74.9033
0.0310,-0.0375,0.0161,-0.9197,-0.0127,-0.3494,-25.0000,-40.0000,101.0000,0.4236,-0.0253,-0.0107,-75.0853
0.0219,-0.0320,0.0158,-0.9185,-0.0190,-0.3545,-25.0000,-39.0000,101.0000,0.4256,-0.0263,-0.0112,-75.2756
0.0128,-0.0275,0.0162,-0.9265,-0.0178,-0.3430,-24.0000,-38.0000,102.0000,0.4231,-0.0255,-0.0108,-75.4590
0.0060,-0.0224,0.0172,-0.9319,-0.0198,-0.3616,-24.0000,-38.0000,102.0000,0.4256,-0.0263,-0.0112,-75.6490
0.0013,-0.0222,0.0151,-0.9351,-0.0251,-0.3616,-23.0000,-39.0000,102.0000,0.4280,-0.0267,-0.0114,-75.8432
-0.0014,-0.0250,0.0150,-0.9358,-0.0288,-0.3679,-23.0000,-39.0000,102.0000,0.4256,-0.0264,-0.0112,-76.0339
-0.0049,-0.0251,0.0128,-0.9358,-0.0303,-0.3716,-24.0000,-40.0000,101.0000,0.4256,-0.0255,-0.0109,-76.2187
-0.0096,-0.0282,0.0117,-0.9417,-0.0195,-0.3691,-25.0000,-41.0000,101.0000,0.4271,-0.0259,-0.0110,-76.4066
-0.0167,-0.0338,0.0075,-0.9419,-0.0242,-0.3782,-26.0000,-42.0000,101.0000,0.4280,-0.0260,-0.0111,-76.5956
-0.0228,-0.0384,0.0069,-0.9387,-0.0308,-0.3716,-27.0000,-40.0000,101.0000,0.4266,-0.0263,-0.0112,-76.7864
-0.0291,-0.0433,0.0056,-0.9460,-0.0264,-0.3625,-26.0000,-39.0000,102.0000,0.4241,-0.0247,-0.0105,-76.9647
-0.0331,-0.0484,0.0016,-0.9436,-0.0388,-0.3660,-24.0000,-39.0000,101.0000,0.4285,-0.0261,-0.0112,-77.1548
-0.0383,-0.0546,0.0006,-0.9385,-0.0359,-0.3489,-23.0000,-38.0000,102.0000,0.4246,-0.0267,-0.0114,-77.3478
-0.0372,-0.0554,0.0009,-0.9377,-0.0466,-0.3420,-21.0000,-38.0000,102.0000,0.4256,-0.0249,-0.0106,-77.5279
-0.0301,-0.0571,-0.0002,-0.9336,-0.0527,-0.3401,-20.0000,-38.0000,102.0000,0.4256,-0.0248,-0.0105,-77.7072
-0.0220,-0.0548,-0.0003,-0.9211,-0.0527,-0.3372,-20.0000,-37.0000,102.0000,0.4207,-0.0236,-0.0099,-77.8760
-0.0121,-0.0505,-0.0010,-0.9248,-0.0554,-0.3298,-20.0000,-37.0000,102.0000,0.4300,-0.0236,-0.0101,-78.0484
0.0008,-0.0465,0.0023,-0.9255,-0.0603,-0.3208,-19.0000,-36.0000,102.0000,0.4320,-0.0256,-0.0111,-78.2364
0.0137,-0.0395,0.0051,-0.9285,-0.0581,-0.3291,-19.0000,-34.0000,102.0000,0.4290,-0.0251,-0.0108,-78.4192
0.0249,-0.0334,0.0082,-0.9282,-0.0522,-0.3271,-19.0000,-33.0000,101.0000,0.4231,-0.0235,-0.0100,-78.5885
0.0388,-0.0339,0.0117,-0.9355,-0.0593,-0.3364,-18.0000,-33.0000,100.0000,0.4285,-0.0246,-0.0105,-78.7675
0.0513,-0.0324,0.0164,-0.9343,-0.0549,-0.3350,-18.0000,-34.0000,100.0000,0.4280,-0.0257,-0.0110,-78.9545
0.0658,-0.0297,0.0226,-0.9290,-0.0571,-0.3320,-18.0000,-37.0000,98.0000,0.4261,-0.0247,-0.0105,-79.1337
0.0810,-0.0279,0.0293,-0.9329,-0.0583,-0.3381,-22.0000,-38.0000,99.0000,0.4285,-0.0243,-0.0104,-79.3107
0.0947,-0.0256,0.0342,-0.9419,-0.0593,-0.3369,-22.0000,-39.0000,100.0000,0.4236,-0.0239,-0.0101,-79.4830
0.1050,-0.0269,0.0351,-0.9504,-0.0608,-0.3286,-21.0000,-41.0000,102.0000,0.4261,-0.0248,-0.0106,-79.6629
0.1132,-0.0308,0.0350,-0.9561,-0.0579,-0.3301,-22.0000,-43.0000,100.0000,0.4280,-0.0247,-0.0106,-79.8429
0.1176,-0.0335,0.0350,-0.9497,-0.0393,-0.3118,-22.0000,-46.0000,99.0000,0.4275,-0.0249,-0.0107,-80.0242
