1.01,-0.03,-0.15,-21,-4,82
1.01,-0.07,-0.17,-40,-8,77
0.96,0.22,-0.33,-66,-13,69
1.07,0.03,-0.21,-92,-7,64
1.06,0.04,-0.27,-108,1,59
1.03,0.07,-0.21,-79,-2,57
1.01,0.05,-0.25,-71,-9,72
1.04,0.06,-0.23,-63,-9,72
1,0.01,-0.23,-39,-6,80
0.99,0.06,-0.22,-32,3,90
1.01,0.09,-0.25,-10,0,88
1.03,0.02,-0.25,0,2,86
1.03,-0.02,-0.24,4,-3,88
1.04,-0.02,-0.23,37,-3,91
1.03,0.01,-0.24,27,15,98
1.02,0.05,-0.22,23,19,95
1.04,0.03,-0.23,18,17,91
1.02,0.02,-0.23,15,13,93
1.02,0.02,-0.22,28,9,94
1.02,0.03,-0.23,8,9,94
1.02,0.03,-0.24,-9,3,95
1,0.02,-0.22,-21,-2,92
1,0.05,-0.22,-37,-6,80
1.02,0.05,-0.22,-63,-10,69
1.03,0.04,-0.22,-114,1,63
1.05,0.04,-0.25,-109,8,62
1.04,0.04,-0.24,-73,8,62
1.03,0.05,-0.25,-63,7,69
1.02,0.06,-0.23,-55,6,71
1.04,0.04,-0.22,-48,4,79
1.04,0.02,-0.23,-32,-1,85
1.01,0.04,-0.26,-3,-2,83
1.02,0.03,-0.23,-2,0,87
0.99,0.04,-0.2,16,4,93
1,0.07,-0.21,19,8,97
1.03,0.08,-0.22,31,17,93
1.04,0.06,-0.23,23,22,85
1.02,0.01,-0.21,18,21,80
1.02,-0.01,-0.22,14,15,84
1.01,-0.01,-0.22,5,10,88
1.01,0,-0.22,-3,8,89
1,0.02,-0.2,-18,5,85
1.01,0.04,-0.24,-33,5,81
1.03,0.06,-0.21,-49,5,79
1.01,0.05,-0.2,-68,9,84
1.01,0.05,-0.22,-78,9,83
1.04,0.05,-0.23,-83,9,68
1.03,0.05,-0.24,-82,9,68
1.03,0.03,-0.23,-89,6,74
1.04,0.03,-0.23,-77,4,73
1.03,0.03,-0.23,-68,3,78
1.03,0.04,-0.24,-53,2,78
1.03,0.01,-0.25,-37,1,75
1.02,0.03,-0.22,-22,-1,76
1.01,0.03,-0.22,-5,-5,80
1.01,0.05,-0.21,4,-4,87
1.01,0.06,-0.2,18,-3,85
1.03,0.04,-0.22,24,5,86
1.02,0.06,-0.2,22,13,86
1.02,0.04,-0.21,18,14,83
1.03,0.01,-0.2,16,12,81
1.02,0,-0.2,13,7,81
1.02,0.02,-0.21,8,5,84
1.02,0.04,-0.21,-7,3,86
1.02,0.03,-0.2,-20,1,86
0.99,0.06,-0.2,-37,0,82
1.01,0.06,-0.21,-53,-2,81
1.03,0.08,-0.2,-85,-5,77
1.03,0.08,-0.2,-115,3,82
1.05,0.05,-0.22,-112,5,74
1.04,0.03,-0.21,-82,3,76
1.03,0.03,-0.22,-74,3,82
1.04,0.03,-0.24,-64,3,81
1.02,0.06,-0.2,-48,2,80
1.02,0.07,-0.21,-38,2,80
1.01,0.06,-0.2,-10,0,83
1.02,0.06,-0.21,8,3,86
1.03,0.04,-0.22,27,5,86
1.03,0.03,-0.22,31,10,82
1,0.05,-0.2,18,17,78
1.03,0.03,-0.21,11,12,74
1.01,0,-0.19,4,8,74
1.01,0.01,-0.2,-19,4,72
1.01,0.02,-0.19,-31,4,73
1.01,0.05,-0.18,-64,2,64
1.02,0.05,-0.19,-89,1,75
1.03,0.05,-0.22,-107,7,78
1.05,0.03,-0.23,-88,7,76
1.03,0.03,-0.22,-72,6,78
1.02,0.05,-0.22,-61,7,82
1.02,0.03,-0.21,-48,8,82
1,0.04,-0.22,-35,8,81
1.03,0.02,-0.23,-15,7,79
1.03,0.04,-0.24,-10,8,84
1.03,0.05,-0.24,20,1,87
1.03,0.06,-0.22,27,7,93
1.03,0.04,-0.24,25,22,100
1.02,0.04,-0.24,13,27,90
1.04,0.04,-0.24,7,25,91
1.02,0.03,-0.24,-9,18,87
1.01,0.03,-0.23,-21,15,86
1.01,0.03,-0.23,-30,13,88
1.01,0.03,-0.21,-42,11,76
1.02,0.03,-0.22,-53,14,74
1.02,0.03,-0.22,-73,12,76
1.03,0.04,-0.22,-87,14,76
1.04,0.03,-0.23,-86,15,73
1.03,0.04,-0.24,-69,14,77
1.01,0.03,-0.22,-60,12,79
1.02,0.05,-0.23,-54,13,78
1.02,0.05,-0.23,-41,15,77
1.03,0.05,-0.24,-26,15,78
1.02,0.04,-0.23,-17,16,84
1.02,0.04,-0.23,-3,13,93
1.01,0.04,-0.22,-4,17,100
1.02,0.06,-0.21,17,18,101
1.04,0.05,-0.22,16,22,100
1.02,0.04,-0.22,12,25,95
1.03,0.04,-0.23,8,23,92
1.04,0.03,-0.25,5,21,91
1.01,0.04,-0.23,-7,17,88
1,0.04,-0.23,-14,15,88
1.01,0.03,-0.22,-29,14,81
1.01,0.04,-0.22,-41,14,80
1.01,0.03,-0.21,-54,16,78
1.02,0.02,-0.22,-72,16,81
1.02,0.04,-0.21,-92,16,82
1.03,0.04,-0.21,-86,18,86
1.04,0.05,-0.24,-62,19,90
1.02,0.05,-0.23,-54,20,94
1.02,0.04,-0.23,-47,22,93
1.01,0.04,-0.21,-43,22,91
1.01,0.04,-0.22,-38,20,88
1.01,0.07,-0.24,-26,17,81
1.02,0.07,-0.25,-9,15,81
1.03,0.05,-0.25,1,14,83
1.03,0.03,-0.23,9,17,88
1.01,0.03,-0.23,10,24,84
1.03,0.03,-0.23,7,27,86
1.02,0.05,-0.24,9,24,85
1.03,0.06,-0.25,9,21,85
1.03,0.04,-0.25,1,14,85
1.02,0.05,-0.22,-6,10,82
1.01,0.04,-0.21,-26,8,80
1.01,0.04,-0.2,-39,5,74
