1.01,0.03,-0.2,-32,-40,84
1.03,0.03,-0.21,-33,-40,84
1.02,0.04,-0.2,-32,-40,84
1.03,0.03,-0.21,-32,-40,84
1.02,0.03,-0.2,-32,-39,85
1.03,0.04,-0.21,-33,-40,84
1.02,0.03,-0.22,-33,-40,84
1.02,0.03,-0.2,-32,-39,84
1.03,0.03,-0.21,-33,-40,84
1.03,0.02,-0.22,-33,-40,84
1.03,0.04,-0.21,-33,-40,84
1.03,0.03,-0.2,-33,-39,84
1.02,0.05,-0.2,-33,-40,84
1.03,0.04,-0.2,-33,-41,84
1.02,0.03,-0.2,-32,-40,84
1.02,0.04,-0.19,-33,-40,84
1.02,0.04,-0.18,-33,-40,84
1.03,0.04,-0.19,-32,-40,85
1.02,0.04,-0.19,-32,-40,84
1.02,0.03,-0.18,-33,-40,84
1.03,0.04,-0.2,-33,-40,84
1.02,0.04,-0.2,-32,-40,85
1.03,0.03,-0.2,-33,-40,84
1.02,0.04,-0.19,-33,-40,85
1.02,0.03,-0.19,-32,-40,85
1.03,0.04,-0.19,-32,-40,84
1.02,0.04,-0.18,-33,-40,84
1.02,0.04,-0.19,-33,-40,85
1.03,0.03,-0.19,-33,-40,85
1.03,0.05,-0.19,-33,-40,84
1.03,0.04,-0.2,-33,-40,84
1.02,0.05,-0.19,-33,-40,84
1.02,0.04,-0.21,-33,-40,84
1.02,0.05,-0.21,-32,-40,84
1.03,0.04,-0.21,-33,-40,84
1.03,0.04,-0.21,-32,-40,84
1.03,0.05,-0.2,-32,-40,84
1.02,0.04,-0.2,-32,-40,84
1.02,0.04,-0.2,-32,-40,84
1.02,0.04,-0.21,-32,-40,84
1.02,0.05,-0.21,-32,-40,84
1.03,0.04,-0.2,-32,-40,84
1.02,0.04,-0.19,-32,-40,85
1.02,0.04,-0.2,-33,-40,85
1.02,0.04,-0.2,-33,-40,85
1.03,0.05,-0.21,-33,-40,84
1.03,0.05,-0.2,-32,-40,85
1.02,0.05,-0.2,-32,-40,84
1.02,0.05,-0.19,-32,-40,84
1.02,0.05,-0.18,-32,-40,84
1.03,0.04,-0.18,-32,-40,85
1.03,0.05,-0.19,-32,-40,85
1.02,0.05,-0.19,-32,-40,85
1.02,0.05,-0.18,-32,-40,85
1.03,0.04,-0.17,-33,-40,85
1.02,0.05,-0.18,-32,-40,85
1.02,0.05,-0.19,-33,-40,85
1.02,0.04,-0.17,-32,-40,85
1.03,0.05,-0.17,-33,-40,85
1.03,0.05,-0.18,-33,-40,85
1.02,0.05,-0.18,-32,-40,84
1.02,0.05,-0.17,-32,-40,84
1.03,0.05,-0.16,-32,-40,84
1.03,0.05,-0.18,-32,-40,85
1.03,0.05,-0.17,-32,-40,85
1.02,0.05,-0.17,-32,-40,85
1.02,0.05,-0.16,-32,-40,85
1.02,0.05,-0.17,-33,-40,85
1.03,0.05,-0.17,-33,-40,85
1.03,0.05,-0.17,-33,-40,85
1.02,0.05,-0.16,-32,-40,85
1.03,0.04,-0.16,-33,-40,85
1.03,0.05,-0.17,-33,-40,85
1.02,0.05,-0.17,-32,-40,85
1.03,0.05,-0.17,-32,-40,85
1.02,0.05,-0.17,-32,-40,85
1.03,0.05,-0.18,-33,-40,85
1.03,0.05,-0.18,-32,-40,85
1.02,0.05,-0.18,-32,-40,85
1.03,0.05,-0.16,-32,-40,85
1.02,0.05,-0.17,-32,-40,85
1.02,0.05,-0.17,-32,-40,85
1.02,0.05,-0.17,-33,-40,85
1.02,0.05,-0.17,-33,-40,85
1.03,0.05,-0.18,-32,-40,85
1.03,0.05,-0.17,-33,-40,85
1.02,0.05,-0.19,-32,-40,84
1.02,0.05,-0.17,-32,-40,85
1.03,0.04,-0.17,-32,-40,85
1.03,0.06,-0.18,-33,-40,84
1.03,0.05,-0.18,-33,-40,84
1.03,0.05,-0.18,-32,-40,84
1.03,0.05,-0.18,-32,-40,85
1.02,0.04,-0.17,-32,-40,85
1.03,0.05,-0.18,-32,-40,85
1.03,0.04,-0.18,-32,-40,84
1.03,0.05,-0.19,-32,-40,85
1.03,0.05,-0.18,-32,-40,84
1.03,0.05,-0.2,-32,-40,84
1.02,0.05,-0.2,-32,-40,84
1.02,0.04,-0.2,-32,-40,84
1.03,0.05,-0.2,-32,-40,84
1.03,0.04,-0.2,-32,-40,84
1.03,0.05,-0.2,-32,-40,84
1.02,0.05,-0.21,-32,-40,84
1.03,0.05,-0.21,-32,-40,84
1.02,0.04,-0.2,-32,-40,84
1.02,0.05,-0.21,-32,-40,84
1.02,0.04,-0.21,-32,-40,84
1.02,0.05,-0.21,-32,-40,84
1.02,0.05,-0.21,-32,-40,83
1.02,0.05,-0.2,-32,-40,84
1.02,0.05,-0.21,-32,-40,83
1.03,0.05,-0.21,-32,-40,84
1.02,0.05,-0.2,-32,-40,84
1.02,0.04,-0.21,-32,-40,84
1.02,0.04,-0.21,-32,-40,84
1.03,0.04,-0.21,-32,-40,84
1.02,0.04,-0.21,-32,-40,84
1.02,0.05,-0.21,-32,-40,84
1.02,0.04,-0.2,-32,-40,84
1.02,0.04,-0.21,-32,-40,84
1.02,0.05,-0.21,-32,-40,84
1.02,0.04,-0.2,-32,-40,84
1.02,0.05,-0.22,-32,-40,84
1.03,0.05,-0.22,-33,-40,83
1.02,0.05,-0.21,-33,-40,83
1.02,0.05,-0.22,-32,-40,84
1.03,0.05,-0.21,-32,-40,84
1.03,0.04,-0.22,-32,-40,84
1.02,0.04,-0.21,-32,-40,84
1.03,0.04,-0.21,-32,-40,84
1.03,0.04,-0.21,-32,-40,84
1.03,0.05,-0.22,-32,-40,84
1.02,0.04,-0.22,-32,-40,83
1.02,0.05,-0.22,-32,-40,83
1.02,0.05,-0.21,-32,-40,84
