1.01,0.01,-0.3,7,-33,99
1.01,-0.01,-0.31,7,-32,104
1.02,-0.02,-0.3,7,-31,106
1.02,-0.01,-0.3,9,-28,111
1.02,0.02,-0.31,8,-24,112
1,0.03,-0.29,7,-20,113
1,0.04,-0.28,3,-18,111
1.03,0.03,-0.28,-4,-12,105
1.03,0.05,-0.32,-18,-8,95
1.01,0.02,-0.28,-24,-5,86
1.01,-0.01,-0.27,-36,-1,72
0.99,-0.05,-0.24,-44,2,63
1,-0.05,-0.25,-52,3,58
1.01,-0.04,-0.25,-51,5,55
1.01,-0.02,-0.25,-45,5,58
1.02,-0.01,-0.26,-44,4,60
1.01,-0.01,-0.27,-41,3,66
1.01,0,-0.27,-36,1,75
1.02,0.01,-0.28,-29,0,82
1.02,0.03,-0.27,-22,-3,94
1.03,0.03,-0.3,-16,-7,103
1.01,0.01,-0.29,-11,-12,108
1.01,0.04,-0.31,-4,-21,100
1.03,0,-0.3,1,-28,111
1.01,0.02,-0.29,7,-36,114
1.03,0.03,-0.31,16,-39,117
1.03,0.01,-0.3,18,-40,115
1,0,-0.28,19,-41,108
1,0,-0.25,9,-39,94
1.01,0.01,-0.27,15,-41,90
1.01,0.03,-0.26,9,-40,74
1.02,0.02,-0.25,8,-37,73
1.01,0.04,-0.25,-5,-31,75
1,0.03,-0.24,-9,-28,76
1.02,0.05,-0.28,-11,-25,82
1.01,0.01,-0.27,-7,-25,86
1.03,0.04,-0.29,8,-26,93
1.02,0.04,-0.27,16,-25,93
1.04,0.03,-0.31,23,-28,92
1.01,0,-0.28,23,-27,97
1.01,-0.01,-0.26,19,-27,97
1.02,0,-0.27,16,-24,102
1.01,0.02,-0.26,7,-18,106
1,0.04,-0.25,4,-14,107
1.02,0.05,-0.25,-6,-8,106
1.01,0.06,-0.25,-10,-6,102
1.03,0.06,-0.26,-21,-1,96
1.03,0.07,-0.25,-29,3,85
1.03,0.05,-0.26,-32,4,79
1.02,0,-0.25,-38,3,66
1.01,-0.04,-0.23,-49,2,58
1.02,-0.07,-0.24,-49,2,48
1,-0.01,-0.23,-50,3,50
1.03,0.01,-0.25,-43,3,55
1.02,0.02,-0.24,-40,2,61
