7940,2641,-3333,144,-163,218
6127,1756,127,105,-157,231
4864,-368,3931,88,-156,231
4619,-2435,4267,70,-159,220
3724,-3851,2862,51,-167,213
797,-4640,722,44,-167,217
-3431,-4696,-57,35,-161,230
-5908,-4855,645,20,-152,249
-7695,-4730,1184,16,-146,252
-9453,-4624,1722,20,-139,250
-9656,-4464,2211,36,-138,241
-9285,-4484,868,44,-138,238
-8031,-4234,141,65,-139,239
-8015,-3216,-245,82,-145,244
-7062,-2710,-739,81,-148,249
-6948,-2294,-1390,53,-144,248
-5805,-1552,-1469,0,-129,247
-4736,-1081,-1651,-2,-114,248
-3102,-1012,-899,7,-87,233
-1459,-1396,-292,-12,-86,184
-526,-2314,-423,-54,-93,160
258,-3055,-377,-192,-98,130
3138,-3023,-796,-296,-104,188
5743,-2883,-1007,-379,-113,202
8360,-683,-664,-512,-239,78
9462,3792,1496,-486,-244,34
9966,5005,4224,-472,-178,133
10232,878,6845,-415,-116,167
10693,694,5516,-341,-134,185
11327,1311,1989,-298,-137,213
11621,1745,-692,-141,-147,251
10358,1511,-2235,-10,-168,250
8099,945,-1329,28,-187,257
6022,269,1023,73,-215,260
4345,-823,2099,82,-190,266
2595,-2176,2868,60,-167,272
417,-3917,3728,23,-146,267
-1557,-4883,2568,21,-159,250
-4576,-4950,1087,37,-162,242
-6840,-4848,1196,77,-165,236
-9284,-4202,1382,89,-169,232
-9719,-2739,1631,100,-165,231
-9192,-1200,662,138,-155,230
-9001,125,-1761,123,-136,218
-8022,238,-4061,109,-125,214
-6349,202,-4834,69,-116,206
-5345,508,-4993,38,-108,198
-5597,339,-4164,35,-101,193
-5569,-326,-3275,51,-83,187
-5464,-771,-2362,93,-74,180
-5293,-1613,-1253,113,-82,176
-4612,-1863,-454,113,-119,167
-3654,-1895,-329,116,-193,131
-2859,-1651,-761,143,-249,97
605,-1203,-2274,296,-381,14
4626,1648,-5504,270,-436,-31
6599,5149,-2977,247,-436,-81
8056,101,2824,162,-286,-60
8817,-622,4368,232,-241,-36
9526,3243,714,185,-203,17
10417,4984,-4181,72,-133,90
10470,3883,-7931,46,-110,118
7590,2866,-7645,50,-110,134
5070,2020,-4786,55,-109,175
2986,366,231,38,-101,202
2582,-2294,3997,31,-96,203
2306,-2284,2919,18,-85,190
526,-3453,1726,10,-84,187
-1976,-3413,997,6,-86,194
-5227,-2672,1107,-2,-93,211
-7230,-1872,1411,-12,-90,218
-8092,-1836,2163,-15,-89,218
-8814,-3072,2687,-17,-87,216
-8975,-3976,2675,-11,-88,212
-8113,-4741,1351,-7,-90,212
-7371,-4983,-157,-4,-94,217
-7077,-5168,-1368,-1,-97,224
-7824,-4537,-1720,-1,-99,224
-7271,-3784,-3101,10,-98,221
-5433,-2435,-3678,12,-91,221
-4138,-1196,-4108,14,-83,221
-3504,-404,-4031,-1,-69,217
-2633,-53,-3267,-84,-45,213
-1830,-141,-3554,-133,-18,211
-1364,-226,-2813,-217,84,201
-415,314,-2519,-269,202,230
3707,2966,-727,-273,142,236
6267,5637,1871,-270,79,231
7478,152,5981,-275,86,263
8685,-3959,6171,-241,72,279
9942,-2096,-36,-135,-11,270
11031,-1211,-4307,-37,-83,241
11366,94,-5612,4,-129,233
9744,1224,-3407,44,-213,222
8746,1734,-108,-1,-155,208
5990,-39,2698,-29,-119,207
3656,-3143,5058,-38,-95,206
1509,-4653,5054,-31,-89,202
-363,-6154,3791,-33,-88,200
-3424,-6298,1705,-42,-87,195
-7204,-5526,2613,-35,-87,192
-8866,-4501,3089,-30,-86,193
-12900,-2374,3047,-17,-84,199
-11888,-859,1833,-19,-79,204
-7652,-401,406,-20,-77,204
-5722,-516,-3825,-9,-74,194
-4601,-584,-5645,6,-66,191
-4858,-703,-4553,10,-63,192
-4754,-1283,-4561,14,-60,195
-4291,-1769,-4628,16,-64,193
-3858,-1786,-3431,16,-66,183
-3193,-2100,-3361,19,-64,164
-2635,-1779,-2193,19,-62,164
-2481,-1692,-1692,23,-66,173
-2010,-2117,-1548,54,-105,168
-1199,-2628,-333,118,-203,109
1195,-3339,1113,158,-262,82
5373,-1867,1166,213,-336,29
7304,2687,-2182,215,-395,27
8627,4077,-796,237,-360,12
9570,772,3526,260,-251,12
10035,2450,3629,251,-200,33
10474,4048,76,253,-185,65
10963,4028,-3740,238,-158,141
10817,3340,-4650,206,-154,186
8469,2301,-4226,179,-152,195
6128,1955,-1753,124,-145,212
4641,277,3256,87,-147,230
3753,-1675,5083,56,-151,235
3181,-2972,3524,44,-155,231
410,-3686,1329,32,-161,228
-3914,-3790,1571,35,-162,232
-6345,-4216,2604,39,-164,238
-8285,-4454,2868,47,-165,251
-9564,-4172,2170,41,-161,246
-9834,-4297,2219,37,-155,242
-9593,-4444,1604,42,-142,232
-8855,-4222,664,73,-142,225
-8284,-3377,-47,92,-148,226
-7229,-2801,-740,115,-168,233
-6166,-2582,-1102,111,-169,237
-5453,-2322,-1904,94,-163,234
-4601,-1833,-2947,43,-147,225
-2897,-1110,-2990,-1,-126,224
-760,-981,-2977,-22,-117,218
338,-822,-1828,-94,-104,198
1540,-1435,-1610,-263,-89,198
2605,-1860,-1182,-287,-81,212
4062,-1575,414,-364,-117,277
6737,-648,1825,-496,-173,211
8657,2433,2123,-512,-194,192
9625,5687,690,-512,-194,228
10266,2974,3131,-457,-132,233
10475,-1337,5389,-440,-128,238
10813,-803,3617,-339,-156,235
11443,379,1016,-194,-176,248
11223,805,-273,-124,-186,246
9395,1032,-1349,2,-217,248
7183,943,-387,98,-261,245
4424,132,2099,120,-267,247
1985,-1071,2408,114,-210,256
-113,-2630,2905,74,-176,252
-1959,-3161,3006,58,-170,243
-3724,-3111,1766,49,-156,232
-6082,-2658,1179,63,-161,228
-6230,-2467,1076,69,-168,224
-6418,-2379,508,84,-175,227
-7061,-2274,437,124,-185,227
-8036,-2562,-824,128,-183,223
-8965,-2663,-2346,109,-156,216
-8015,-2250,-3424,93,-143,205
-6425,-1754,-3901,87,-140,195
-5555,-1200,-3748,80,-129,176
-5862,-609,-3169,113,-111,199
-5505,-672,-3095,105,-100,217
-4953,-794,-2882,78,-93,194
-5108,-1113,-2714,81,-131,110
-4643,-1407,-2664,100,-156,83
-3647,-1646,-3194,141,-205,59
-3032,-1615,-3484,78,-255,66
-2782,-1531,-2966,78,-269,47
-1799,-1011,-2506,249,-352,-55
3365,3656,-3059,76,-364,-128
6097,1441,2602,115,-255,-36
7586,-1085,6327,191,-331,-6
8864,-1103,5328,113,-177,29
9916,1876,-356,92,-159,41
10668,2702,-5235,85,-154,89
9988,2352,-6411,86,-129,137
6807,1783,-4305,91,-122,156
5902,961,253,71,-124,185
5072,80,3258,41,-108,202
4569,-1416,4370,31,-99,203
3519,-2517,3595,22,-84,201
983,-3691,2160,9,-79,205
-1467,-3997,1349,3,-82,206
-4257,-3525,528,0,-90,208
-6527,-2613,114,0,-97,208
-8213,-1974,1247,-1,-99,209
-9059,-2447,1929,-5,-98,211
-8956,-2693,1850,-15,-95,219
-8467,-3043,1236,-17,-93,222
-8270,-3096,400,-15,-89,224
-8536,-3112,-1351,-7,-94,220
-8118,-2732,-2452,-1,-95,220
-5759,-2411,-3694,8,-97,219
-4107,-1401,-4923,17,-99,228
-3671,-343,-4958,13,-99,233
-3862,-71,-4617,-14,-97,229
-3705,172,-3605,-72,-70,225
-3384,-97,-2284,-106,-49,224
-2531,-368,-1232,-176,15,225
-1283,-793,-899,-226,130,235
3550,-66,-211,-238,155,257
6088,4311,2281,-248,50,244
7602,2176,5196,-283,62,245
8598,-5050,7238,-293,93,252
9604,-4773,1857,-249,54,255
10758,-3695,-2327,-149,-11,245
11405,-2033,-4586,-106,-35,246
10333,162,-5902,-54,-99,243
8717,2543,-3326,8,-177,239
6449,3389,1422,28,-199,229
4513,1848,3594,29,-155,212
1887,-299,4474,9,-112,214
1015,-2212,4069,6,-102,214
-1230,-3272,2763,2,-98,212
-3513,-3287,1776,-4,-108,208
-5968,-3809,1365,-5,-99,208
-8088,-4323,1738,-4,-95,208
-9388,-4232,920,2,-96,208
-11263,-3243,877,5,-97,207
-10992,-3502,-1256,8,-94,203
-9624,-2944,-2647,15,-88,197
-7787,-2082,-3687,19,-86,191
-6776,-899,-4084,26,-75,179
-5759,-134,-3896,31,-64,173
-4966,289,-3253,31,-59,171
-4522,65,-2897,20,-57,174
-4552,-449,-2177,23,-69,179
-4241,-1134,-1922,35,-84,173
-3724,-1473,-2370,86,-151,136
-2250,-1004,-2373,165,-247,79
245,-1053,-2483,228,-298,48
4800,2607,-5732,245,-412,-124
6999,4234,-1877,238,-277,24
8239,1405,3490,197,-282,42
9420,2292,4617,217,-222,59
10277,5091,321,205,-178,82
10921,5599,-4747,200,-172,105
10311,4725,-6822,195,-167,156
7774,3727,-6512,161,-165,185
5591,2736,-5055,139,-157,196
4040,1328,-1452,108,-140,217
3292,-2116,3597,79,-136,229
4151,-3753,3457,65,-138,230
2706,-4287,2656,39,-144,223
235,-4337,1619,26,-146,225
-2885,-3716,1381,24,-145,228
-5060,-3141,1501,27,-141,240
-6464,-2551,1318,32,-138,246
-7302,-2299,1487,36,-136,245
-6377,-2486,1039,46,-138,238
-7435,-2859,-152,71,-143,232
-9475,-2530,-620,86,-147,231
-10221,-2446,-1323,99,-152,231
-8256,-1783,-1816,91,-156,232
-6715,-1010,-2525,81,-154,232
-5016,-242,-3411,64,-148,225
-3499,-208,-3897,43,-138,226
-2298,-257,-3606,27,-130,226
-1883,-142,-2920,-45,-121,218
-1357,-498,-2171,-160,-105,189
-230,-654,-1774,-229,-86,186
1336,-396,-1434,-251,-56,229
3553,-647,-1306,-380,-99,254
6871,2751,-476,-482,-129,218
7765,6285,1506,-512,-170,186
8661,-271,5298,-489,-131,222
9528,-4611,4295,-483,-130,226
10529,-2846,1222,-427,-160,225
11584,-1553,-1247,-287,-164,231
11939,-123,-3594,-212,-166,241
10114,1119,-3448,-75,-187,240
7635,1418,-955,25,-221,235
4452,89,2085,67,-233,237
1998,-1167,2914,112,-226,251
799,-2604,3352,76,-175,259
-559,-3516,2007,59,-157,258
-3684,-3009,1909,45,-152,249
-4772,-2794,837,57,-158,246
-5528,-2572,853,70,-160,244
-5746,-2775,809,87,-161,243
-6452,-3188,-162,103,-160,240
-7796,-3181,33,121,-158,239
-8189,-3266,-527,145,-149,235
-7135,-3168,-1341,127,-129,223
-5698,-2833,-2066,112,-120,219
-4703,-2314,-2407,83,-111,209
-4728,-1455,-2309,63,-101,186
-5118,-1095,-2900,56,-95,171
-5388,-816,-3029,57,-77,160
-5023,-770,-2944,66,-79,163
-4305,-850,-2953,52,-105,165
-3915,-756,-3113,92,-226,131
-3660,-351,-2998,239,-326,54
-2312,446,-2594,303,-322,64
2490,4259,-7132,304,-410,42
6012,6182,-2912,241,-441,-158
7350,-1580,3138,298,-284,-99
8421,-5622,5249,195,-201,-5
9498,-1662,549,134,-189,49
10423,1584,-4332,103,-168,81
10979,2342,-6667,65,-120,123
8176,1994,-6219,53,-90,149
4605,1074,-2603,48,-89,153
3956,-928,2032,31,-97,175
3071,-2082,3879,21,-94,192
2669,-4026,2441,16,-91,195
1030,-4831,938,3,-87,198
-3648,-4027,1404,-2,-88,206
-5741,-3389,2159,-5,-89,209
-7475,-2167,1729,-4,-90,213
-8175,-1747,1951,-5,-92,213
-8914,-2403,2534,-5,-92,212
-9071,-2727,2547,-7,-92,213
-8568,-2995,1399,-3,-94,213
-8444,-3023,-192,2,-95,215
-7187,-3266,-1723,11,-98,213
-7245,-3328,-2538,15,-101,210
-6576,-2898,-3075,15,-102,209
-4771,-2469,-3421,16,-96,215
-3344,-2159,-3607,22,-85,221
-2910,-1744,-3390,14,-81,223
-2334,-1564,-2425,-50,-63,226
-1758,-1440,-1767,-141,-23,217
461,-1680,-586,-175,12,215
2270,-2145,261,-213,101,232
6017,811,-62,-235,96,248
7429,4932,2693,-243,73,238
8509,496,6014,-279,92,254
9411,-2317,5362,-272,91,273
10507,-964,742,-235,69,270
11377,507,-3515,-123,6,261
11784,2180,-4949,-60,-61,245
10893,4013,-3482,-44,-102,240
9842,3783,-730,-5,-178,226
8290,1584,779,-7,-168,213
5523,-2788,4533,-22,-140,214
3681,-5292,4486,-32,-111,215
617,-6793,2435,-18,-114,212
-4285,-7087,971,-14,-115,208
-6594,-5837,790,-10,-113,201
-8708,-4697,2564,-6,-110,193
-8862,-3904,2488,-4,-110,192
-8543,-3181,2509,-1,-105,194
-6998,-3704,613,-1,-96,198
-7635,-3258,-1825,0,-91,200
-8546,-3310,-2339,1,-87,205
-8077,-3285,-1754,9,-86,198
-7908,-2448,-2481,9,-84,193
-6906,-1633,-2882,13,-76,191
-5670,-1444,-3136,27,-76,188
-4517,-1051,-2966,33,-80,189
-3372,-1313,-3026,49,-94,190
-2923,-1762,-2629,79,-129,158
-2203,-2453,-2577,99,-154,131
-528,-2970,-2399,158,-225,75
1238,-2785,-2972,254,-325,31
4976,143,-7300,328,-343,-2
7806,4437,-3988,241,-318,-40
8956,2622,2155,241,-247,8
9532,300,2548,236,-230,26
9911,438,-2958,216,-162,71
8672,-368,-6109,206,-169,114
7744,-309,-7566,198,-165,137
5764,1432,-7825,159,-145,167
4250,3294,-4643,109,-135,189
2782,3700,1501,83,-133,201
3236,3089,4331,59,-131,218
2015,871,3378,34,-134,218
395,-1690,1729,26,-134,217
-2684,-3700,992,19,-138,223
-4855,-4381,1510,28,-142,237
-6040,-3899,1617,32,-143,242
-7337,-4042,2577,46,-146,246
-8220,-4778,2712,56,-149,240
-8382,-5306,1852,64,-147,237
-7763,-5365,477,73,-145,235
-7132,-4635,159,85,-149,233
-5980,-4225,-1621,88,-152,233
-5546,-3953,-2223,84,-154,228
-4539,-4377,-3714,70,-146,227
-3691,-3695,-4184,64,-138,227
-3141,-2460,-3893,40,-117,230
-2934,-974,-2530,9,-100,231
-1883,-206,-1415,-18,-97,231
104,-260,-1349,-130,-96,200
3746,-924,-678,-283,-77,188
5749,-1430,-481,-280,-60,209
8335,-571,-661,-348,-36,246
9369,3952,562,-512,-76,197
9757,4552,4434,-512,-81,195
10057,-291,6766,-512,-93,222
10619,-1182,5348,-465,-120,239
11392,-350,2248,-434,-141,238
11823,-141,-375,-277,-157,250
10977,555,-1145,-126,-184,236
9647,1380,-284,-67,-203,230
7758,1282,1319,16,-226,256
6092,563,3074,68,-254,273
4417,-686,3929,65,-254,281
2842,-2090,3628,64,-200,262
1241,-2831,3130,51,-168,253
-1068,-3191,1436,57,-138,249
-3494,-2906,219,58,-126,252
-4494,-2585,691,54,-119,252
-4746,-2470,811,59,-123,250
-4772,-2894,-59,72,-130,241
-6281,-2898,-1408,83,-126,236
-8298,-1946,-3260,104,-121,237
-7598,-43,-3692,106,-122,234
-6007,878,-6836,96,-120,223
-5099,1547,-8304,90,-119,203
-4859,678,-6575,87,-115,189
-5855,-373,-4842,86,-97,179
-5648,-1623,-4115,85,-83,193
-4747,-2472,-3190,76,-87,201
-3997,-2756,-2409,91,-138,197
-3320,-2719,-1594,153,-214,147
-1924,-2347,-1136,183,-245,119
-1051,-2449,-1260,204,-260,86
2587,-1630,-1265,252,-389,48
5473,2588,-7269,279,-458,4
7430,2982,28,201,-402,-217
8401,-311,2643,210,-206,-23
8929,1104,611,216,-257,-21
9136,5362,-3595,134,-185,51
9482,5985,-7406,45,-113,83
6912,5212,-6572,33,-101,105
4591,3524,-4602,45,-101,155
4881,-889,1260,41,-97,191
5504,-2021,3376,36,-93,197
4086,-2295,1848,24,-89,197
2056,-3146,1066,12,-94,194
-1591,-3464,1214,7,-98,197
-4943,-3202,1709,-1,-101,208
-6755,-2875,1962,-3,-97,216
-8034,-2939,2140,-3,-94,218
-8915,-3162,2549,-2,-94,213
-9358,-3682,2275,-4,-97,216
-8837,-4382,1869,-6,-98,220
-8494,-4620,25,0,-103,222
-8471,-4551,-865,6,-105,222
-8287,-4400,-1747,9,-104,221
-7020,-3637,-2192,11,-98,216
-4558,-2908,-3050,15,-90,217
-3036,-2066,-3138,15,-84,219
-2877,-1071,-3371,-9,-70,218
-2220,-191,-3328,-78,-45,223
-1734,118,-2307,-98,-25,224
-1622,-63,-1179,-148,21,227
-1119,-501,-537,-189,65,229
2933,77,-801,-211,80,231
6612,3378,-2584,-217,77,250
7813,6206,1487,-274,69,251
8428,213,5583,-286,73,263
9253,-3742,3960,-263,68,273
10229,-2941,-1966,-161,7,260
10978,-2004,-4951,-109,-23,256
9648,-624,-4525,-35,-83,246
7601,251,-2855,15,-149,241
6016,1220,-504,30,-176,238
4084,1018,764,27,-168,227
1634,-400,2888,3,-125,228
545,-1973,3992,-4,-116,229
-554,-3691,4039,-10,-111,223
-2561,-4788,2923,-16,-116,214
-5710,-5501,657,-14,-114,209
-8068,-4720,2001,-8,-107,205
-9337,-5167,1651,5,-101,204
-11260,-4430,1943,6,-98,204
-10707,-4175,258,2,-89,200
-9108,-2156,-1070,1,-79,183
-6890,-2197,-3289,4,-75,181
-7099,-622,-5069,11,-71,181
-5841,821,-5862,23,-75,182
-4832,1992,-4967,27,-74,179
-3994,2029,-3901,20,-73,168
-3579,1402,-3319,21,-88,144
-3764,294,-2457,37,-106,136
-3658,-601,-1580,83,-176,114
-2632,-1468,-1968,189,-324,44
-1334,-1703,-2523,359,-354,-58
2884,2300,-7010,103,-302,-155
5614,4724,-1084,110,-343,-21
7351,-1516,3777,181,-304,28
8277,-1969,2487,277,-197,79
8828,2591,-2292,227,-181,75
9296,6637,-7501,199,-184,90
8797,7246,-9136,188,-163,139
7338,5880,-7618,151,-152,179
6456,35,-222,123,-150,194
7477,-3113,2183,90,-144,215
6211,-3700,1009,57,-138,219
3975,-3900,-592,43,-136,215
-612,-3934,-1055,26,-143,210
-5032,-3320,-477,26,-152,218
-6851,-2819,1410,30,-151,227
-8849,-2319,1721,31,-155,246
-9489,-2366,2556,44,-146,257
-10000,-3025,2916,50,-142,255
-9460,-3274,2199,63,-137,247
-9147,-2859,968,70,-140,242
-8372,-2065,109,78,-142,242
-6643,-1878,-11,85,-149,243
-5569,-2415,-894,85,-149,245
-6156,-2502,-1802,77,-147,245
-5199,-2226,-3340,50,-138,244
-3045,-2152,-4334,12,-123,237
-819,-1542,-3702,-17,-117,229
143,-1137,-3475,-128,-112,179
939,-1209,-2458,-240,-82,148
3071,-908,-732,-281,-87,177
6515,821,1391,-402,-121,256
8256,4503,3920,-512,-179,220
9161,7067,2786,-512,-202,187
9601,2828,3120,-512,-146,166
10119,-1514,2930,-467,-122,209
10541,-1306,778,-434,-131,216
10861,337,-2276,-286,-151,222
10405,2527,-3598,-93,-165,236
8734,3665,-1436,-13,-176,233
7392,2630,1479,76,-222,232
5684,887,2827,139,-290,231
4633,-938,3069,148,-291,226
2917,-4107,1834,97,-167,237
1038,-5738,1042,33,-118,235
-2399,-5867,-102,15,-117,232
-4868,-4702,111,8,-114,228
-7069,-3642,988,17,-121,225
-8223,-2732,2115,23,-126,224
-7649,-2613,1506,35,-134,222
-9045,-1088,-617,49,-129,220
-10211,-608,-3507,55,-120,221
-6661,332,-4106,61,-107,223
-4011,1093,-5873,81,-114,224
-3808,1577,-6143,93,-125,222
-4844,1073,-5070,108,-136,196
-5099,-102,-4015,104,-114,172
-6738,-712,-3011,98,-95,170
-5542,-1306,-1793,73,-69,180
-3740,-1802,-1335,77,-90,177
-3267,-1813,-882,101,-137,164
-2978,-1484,-1211,190,-273,125
363,-209,-4395,259,-323,63
4548,4550,-4309,291,-388,20
7054,6102,1610,416,-400,-74
8277,1882,4462,409,-370,-194
9001,2381,1020,399,-175,-52
8970,1079,-5837,267,-201,-2
7315,-52,-9235,18,-157,49
5390,943,-8719,-6,-128,76
3685,1724,-7692,18,-89,124
2735,842,-1849,56,-85,163
3589,214,2591,75,-91,170
3388,538,3270,68,-110,181
1788,-601,2011,31,-112,194
-1041,-2016,1034,23,-113,201
-5603,-2359,-78,15,-117,215
-7030,-2016,731,8,-115,221
-7092,-1707,1289,4,-115,222
-8300,-2168,1933,-1,-112,224
-8634,-3245,2270,-6,-109,221
-8612,-3434,1903,-2,-107,221
-7511,-3649,885,6,-107,226
-6833,-4360,-1004,8,-107,232
-7538,-4075,-1432,11,-107,231
-7763,-3944,-2016,24,-108,227
-6585,-3401,-2487,37,-110,224
-5256,-2530,-3426,36,-110,223
-3832,-1924,-3939,7,-99,225
-2191,-1756,-2410,-51,-68,228
-388,-1768,-2348,-102,-50,227
52,-2111,-1924,-174,12,226
1662,-2180,-542,-215,86,223
6242,-27,245,-233,111,222
7619,4309,3744,-248,77,225
8629,4429,6809,-306,70,248
9454,-6,7959,-315,83,260
10363,-1404,3865,-260,83,258
11045,-1043,-537,-142,9,253
11354,488,-2170,-102,-21,245
10959,2228,-2509,-45,-87,239
8818,3633,-979,18,-159,237
6726,4011,-251,36,-181,232
4622,2736,2002,9,-155,220
4020,631,4238,-15,-119,231
2813,-2260,3269,-13,-115,230
1068,-4798,1028,3,-125,225
-2266,-5861,444,7,-129,211
-5240,-6397,500,8,-121,206
-8736,-6168,89,5,-113,202
-8418,-4992,1002,8,-112,206
-9971,-4052,-270,5,-112,207
-9319,-2600,-722,0,-106,206
-8249,-1708,-2709,0,-97,191
-6996,-617,-4353,4,-94,178
-5652,552,-4939,7,-82,161
-4539,1876,-5090,13,-72,155
-3876,2055,-4964,21,-70,156
-3298,1478,-4549,22,-69,161
-3312,220,-4458,16,-78,139
-3129,-474,-3951,28,-89,132
-2356,-1199,-3567,82,-155,131
-1206,-1381,-3094,180,-282,99
-373,-946,-2720,276,-313,41
2269,-178,-6349,245,-360,-181
5421,4299,-3540,190,-273,24
7159,854,2394,171,-323,57
8241,-2239,1517,265,-222,81
7976,-801,-2241,226,-181,68
7860,2148,-7003,209,-186,81
7662,4603,-9845,188,-169,136
5808,6387,-8866,153,-153,172
4414,5229,-5590,133,-147,185
5486,702,1025,100,-140,204
7193,-1911,3015,72,-138,212
6078,-2885,2216,61,-138,214
3425,-3317,1167,41,-148,214
